epoch,deterministic,uniform_v1,uniform_v2
1,79.51969229677863,67.2884211801299,84.69982164158807
2,306.4801217046212,291.2301936560473,309.30272389097917
3,260.5481458271491,302.19666621779,271.346061700198
4,380.9383379125073,300.8078920152187,365.45103494058424
5,375.543696462124,371.3472612854621,365.02748752213887
6,319.84930437207373,342.61819656993924,328.39196404373166
7,297.6991669330719,326.92737586414495,286.75915236069795
8,323.3094916496279,325.1786956196661,328.86963285266665
9,317.8298506950526,300.2014002605991,314.18532176348526
10,324.79846533720263,327.0643744092613,335.416528615723
11,411.00179155936513,298.67893299237204,396.586327001146
12,398.1542141962093,415.20921925016376,331.5689872890407
13,528.1947454722686,446.09321360965225,486.5228918130041
14,482.30383382022376,487.9024405195845,438.8849580889423
15,321.1471361943178,434.7949612784361,320.24475927992563
16,331.5392429484859,425.4581103478754,435.75399653093416
17,361.32789273915074,423.9179783375968,353.6852719190019
18,351.51664581085913,507.0943112182351,373.17867652138295
19,353.8591291676445,329.67106028052694,387.52623197121176
20,327.8402356430017,359.1609021951319,305.6580894994539
21,435.801026019838,317.5927600984736,316.6579237673007
22,352.5787014984908,448.58750752380865,374.2579352369245
23,354.58293708562326,405.2067862695197,363.5700722958915
24,402.7401924889448,397.80556365135556,389.7555739581118
25,344.07257549026133,552.2230195467973,323.8814523207784
26,345.4039668843454,562.0707659991928,337.83493929033284
27,257.89712262769706,414.4706364533915,295.98763971062976
28,298.77574226058175,514.1676899041838,325.4660917115715
29,344.39250059072094,315.00121932050433,297.9480036094859
30,445.0883725136303,483.1961337262866,466.2038574808471
31,283.1140302119562,411.8477125759723,308.29628103690834
32,333.3731487551168,423.79781212065427,416.60401183829634
33,422.5682489006863,512.7402041021351,420.5285479553839
34,375.17879257830043,454.32563670549115,384.937654365989
35,444.0457135438067,482.8507170376544,425.3175245907879
36,408.6989756444424,492.2248089871673,566.8031918412423
37,321.7043214316157,410.574408383204,343.9652471749295
38,429.21021033955583,482.3299263439667,444.04700540725554
39,554.6369225029455,581.330504959173,452.9901853476038
40,477.20367529866706,467.87488842033855,477.29891086086036
41,481.8439962964212,544.7990380921258,541.5800590562806
42,521.0452604223594,518.0952071814538,456.7427683367587
43,376.02825817686045,482.4207356598169,275.9610502644836
44,442.3933502264792,580.4107581171254,436.5699857645749
45,508.9034982789211,631.7360615193759,393.39629014304154
46,464.74561955557635,650.4417632043794,448.9950202608652
47,459.478627535795,527.3460150577778,445.9144881947861
48,699.8667308902611,514.602673511089,589.9375947177971
49,512.0820172968107,603.3394685550045,502.3403014315503
50,529.7268703130246,636.3787505722092,507.9311752728152
51,529.3116129205351,575.1913707532664,522.9502236520907
52,621.6038664784428,558.6869128208385,611.283985815276
53,613.6668833211188,504.9257411870447,524.4387796649738
54,569.9690150353373,587.0748089818857,490.44293054688035
55,518.3679630655513,551.418012974493,548.3594065999664
56,670.0666052342734,733.3567325594469,670.3561435766426
57,634.7013003026389,677.7426757629528,616.9330565156899
58,508.65433831522006,661.9782503086666,555.9881222747618
59,538.2177529561649,682.7313129366414,479.8282085732223
60,670.3565939992934,607.5335638065827,639.6523994092862
61,584.1171666448843,584.3077997149269,593.1589435416112
62,543.6286414286822,734.279490726189,540.462199078117
63,668.4468071612979,567.8517652054131,661.4695995006447
64,645.8882900104039,514.0369610118681,659.4429089751068
65,618.0598746939065,596.3692048342631,604.6869341204006
66,514.8755228454908,614.440027807473,530.5207488971303
67,579.2844720178066,680.4122321057816,555.6228006562551
68,530.0506028805321,700.1611456858043,529.5737105288193
69,575.6520609176948,595.8194609232112,530.4385098603811
70,603.5550364807623,755.5147824568452,476.3834950627455
71,509.53089585488067,645.3928964476121,512.9748742095466
72,568.1923881047261,564.4408353320557,592.3666105975601
73,564.4387948886151,557.7293227093757,561.4028338523681
74,576.719580431982,577.9914895183833,638.6824055187931
75,518.967372695158,564.2469730297038,608.9544686470666
76,674.5339101438921,583.0874761796825,603.674385794784
77,502.51488007012466,564.8289694262587,466.9317476844253
78,550.7153001666877,590.0393053564434,507.42745856050067
