epoch,deterministic,uniform_v1,uniform_v2
1,82.43228253148595,73.1665128062718,84.97542303354783
2,271.2291689186156,235.38731020478681,276.5035854403098
3,298.0982126291401,238.95552281676538,300.37751978183815
4,397.4487798645304,298.8309925277243,537.9595808255124
5,385.611450014662,403.9664383656797,365.41462121358444
6,328.3566153491882,274.192696328688,334.0812681529479
7,341.2228715954147,376.81899292405075,327.49985871702523
8,380.22565777959346,451.27308355448105,336.30168879504646
9,443.11031120511626,461.9352688404492,461.60723535069036
10,358.70444662144916,399.8591265815011,292.310726387149
11,378.4734681041794,356.19060854754935,277.21934708439693
12,306.67133902674783,363.6184829372366,326.46877567541253
13,406.59054738223483,487.1902001866414,370.7404757062136
14,415.8884284573387,408.78194084071515,362.2434330296332
15,269.93971228986265,273.65199369240673,307.8921002086302
16,383.52671623268674,362.96361233564966,412.6154891586404
17,335.1942098452993,350.686567001001,416.1576506385054
18,359.2991918296594,465.6875156513689,317.66283384732503
19,421.23007643722576,414.33131612574,345.2799323379017
20,379.4455290480546,388.702379878391,434.78372084838645
21,484.12659720642125,543.2531561248368,492.671031666681
22,355.0994006514517,506.94174991446397,297.74443400890726
23,346.0166785273651,347.6901300808369,447.5483434738595
24,436.20860254408626,432.8995568977216,443.9218524580089
25,400.40995838269896,408.6960177610722,303.80230206359334
26,493.988213474011,404.2051671746882,445.85725442890487
27,498.82088006060474,492.17374574910957,480.70667122587
28,454.47352394993067,429.7249552485634,563.3389850662888
29,409.7543747112812,419.4731623393962,412.77284332708797
30,382.3333747144799,358.66652347168537,414.26651442753916
31,497.11105985183667,454.19053084668366,537.4655654890455
32,602.2698601395061,425.0379971751193,474.9642161885528
33,542.686421690794,446.60824275980957,528.9418850975323
34,304.68470703981586,317.9651505856556,518.7621923872748
35,466.63399987295116,451.0043792645698,498.95858183593634
36,434.8189113197162,386.1372740977001,369.8376918962421
37,471.23995283611885,493.7113492313748,371.87791766458105
38,420.519554614581,453.92237392529375,528.1557199124089
39,555.5057985510931,477.11310788029095,715.6747512875611
40,482.01539259447543,423.3796282076952,462.8112594604725
41,545.0305311557635,518.8478665224774,546.1214690978602
42,507.59187069824173,535.9182210624949,498.59513546901553
43,515.7417899798029,479.49073944470604,512.0990014229676
44,470.855199307863,521.9689382892069,383.0037695621062
45,522.1375535798245,504.52784498435506,508.49506843485926
46,377.1592787177314,429.606384829354,331.53164488556905
47,454.23184773599553,582.2482638324598,382.4728568788669
48,530.536570020929,471.9423189602712,639.7438806480322
49,448.56540913598093,443.0542034216122,577.9946807088261
50,449.8606037826652,454.6356655140042,488.08268443722454
51,569.0093818976304,527.210277111328,517.350588087993
52,468.3654105476908,402.0189742220864,476.69736055210006
53,515.5104250781759,597.1654866850561,455.13700420948464
54,710.1922464958433,515.3921376251328,634.9115750561558
55,436.1167091456294,506.73272587337505,603.2886741434083
56,562.346531428919,559.2569160899033,552.5864113382343
57,546.7114657128373,540.8685083108539,602.3762293628661
58,386.9468967438953,502.98111485601623,527.6748525518219
59,662.1364476632261,527.1423025420479,523.6843919655341
60,409.860004127308,375.06165292360674,410.60518303902666
61,556.1211489571062,595.6049942849651,497.530232660809
62,600.2419466713202,568.4860950620958,423.4141692595261
63,641.649506260962,607.7332507244761,611.3381463341778
64,646.607904540869,528.9767033147772,409.61786292213964
65,384.2834094172503,418.16783631394026,422.2319680849006
66,631.8671076220388,554.2350395160287,514.7456760414146
67,531.5422783171972,532.221381622878,541.4995464180486
68,566.3069548144103,553.2038008309017,599.5072096766213
69,540.7361788472456,506.04584924616273,603.6498181355904
70,578.7928604670554,580.9828723546033,607.3127485357605
71,613.2266244308005,595.3924237149618,579.8007839291346
72,599.2939554805198,538.3489839967217,533.3355915907271
73,581.8390660986372,562.5506496969114,499.3708633443269
74,540.7958774369923,529.2305061964703,607.0066504476172
75,432.4015694171709,569.330319093336,510.1030434601149
76,602.4375829922969,552.0475609818898,628.8133252295981
77,659.1066411886143,591.576729791537,634.9080974223818
78,482.5453919368532,504.25266980809766,494.2301188353325
79,501.4412933989157,487.69400884923664,580.2919689946907
80,531.5164648968725,490.1257524465603,527.6196712427866
81,449.15984799711896,468.48981576069656,595.3224714092648
82,563.5436107267242,693.2948916548809,569.2873967441379
83,633.7659021142356,622.1726583803872,513.4391721622175
84,553.0867260815173,606.8684115266026,484.9921473776403
85,663.0012695946895,800.7069334315374,390.4611796833001
86,583.5843300441999,642.9084642865412,540.024674309373
87,607.122599309862,681.1847704140594,553.8912932594609
88,538.6283477833905,622.2403329840859,491.07389371035487
89,565.0365315388544,586.5302662429076,531.0794183966234
90,370.36673336756417,419.4053857284895,381.8642892819155
91,431.46952503708326,479.70159686978184,336.00163677690773
92,403.14429468581403,508.1514862005664,335.1690623726489
93,573.160803010724,674.0948429758685,510.72717000929924
94,443.28313955185666,434.2433214988008,426.664734975148
95,647.7963524428003,757.9026583210955,578.6742140875648
96,621.6097218782768,577.1165634511958,567.2047186415286
97,595.3821264097818,569.7319143008995,513.338731857723
98,740.5725101123908,672.386868160464,671.6875525405553
99,578.9970213753975,604.8232252813225,455.75784587202617
100,558.6172236612633,634.3469799103439,510.69101963863204
101,663.696118500844,709.8358302997258,601.4260190342957
102,554.2946405417767,534.6056471621458,551.812607577983
103,517.8134594801438,533.8929788915241,441.6822144149488
104,466.12380994707627,418.85376185865323,461.33439678014247
105,683.4850137025268,469.153349544025,611.8647849653667
106,684.5108946787601,676.202926444688,551.0163350287802
107,661.0929282945741,574.2528631831137,578.9906132523776
108,598.0592943102065,633.3748869897556,729.0388972157486
109,911.4310883336551,825.1928784528034,794.4418370624962
110,492.11526957891476,624.4898911838502,424.4196379223673
111,500.16788626675935,516.7198662007402,398.3089255953889
112,626.8087460667,686.5887551403267,639.5339314266084
113,783.255782532825,784.5711742291669,610.8081237615563
114,767.2792338049409,637.5943032393108,674.9207297331313
115,648.6716945634056,613.4639568947581,621.8508746666406
116,497.2467849160779,535.4639718516124,648.5469203621751
117,599.7421959879572,656.549631976047,712.5628009333681
118,503.12282764883093,441.52909309343306,453.62048448284213
119,714.8540113086383,776.7292578584744,585.7869113626339
120,579.7152876603429,604.2248722041766,506.61717972586086
121,514.8421671009006,553.246412331494,502.68168499266693
122,741.2845643858738,711.343689913344,709.776790136091
123,536.252568893769,676.483954507891,619.697514993632
124,669.0157232947992,702.0665506408411,585.342888059635
125,581.7906045950028,588.07192470856,622.1431701501646
126,652.4492946521399,673.0639995005635,480.84053258204983
127,701.1120240585715,657.7952960950176,651.0007456975484
128,652.9364103133264,772.1560923991643,497.7819519411325
129,737.9510690092931,722.6848708484366,784.8243140407787
130,843.3806657790453,994.041378229128,769.0736099966168
131,642.437409636679,699.032668021999,715.9568462657973
132,819.5333292726518,792.6959419864846,720.9790573104999
133,781.7376830741338,772.0315021486049,652.0422370367882
134,566.1532929134248,633.9388829370738,508.08531271324966
135,816.1567233935577,836.3723964347539,649.5932608271034
136,714.9016127552326,734.1030193537348,779.3037248942256
137,917.0947496995179,1233.825747542783,717.5683056252631
138,605.339271249228,714.200941013185,621.77281947195
139,675.8007755588382,675.8706290416163,590.1731748515402
140,648.8933478560014,766.944092736562,644.753329017142
141,711.2662529512488,715.3517245990325,639.3680926721207
142,620.1825712925431,585.2182702417648,659.9267577967153
143,498.8014685768072,788.2597082744758,703.8511486557085
144,697.217809489395,715.9705263090169,556.8552942442768
145,693.2751920141026,650.3741592660513,855.8863990649746
146,764.2742781976783,645.7309450180824,697.1398625669556
147,589.1950138381927,616.1679507346083,562.2642931696456
148,654.6616867195512,768.3985288296392,587.2531940603956
149,705.6696459015591,579.2762855940914,644.0085688971064
150,715.6934970082331,827.7114816819019,792.6848934172184
151,778.6798923931503,784.4896213787204,602.167291552494
152,648.8749395829525,898.4894565673665,618.3498263342291
153,757.1544986372622,692.0058982475982,615.1279941481182
154,759.2888144522316,740.1355905574935,690.7610229077876
155,791.1425112391363,910.6333821549031,606.625866429176
156,705.6628298797893,856.8278533119197,680.6148141399129
157,805.1410705257256,783.9471530752513,719.8957222127688
158,608.56351146647,712.915318307723,593.720073714305
159,768.8361148070246,770.6775850744478,495.36267773013304
160,823.0052641333745,775.7070198704669,621.9354799379962
161,581.6922541257844,591.2375459269055,795.6663199092544
162,744.3541233625816,834.8274212275952,703.0398322397923
163,813.4409135542198,809.8129134724675,697.3041830961066
164,744.2128286931445,842.7081896996784,660.1788231561919
165,881.0901014382576,849.2507145089,470.5174493710033
166,909.30728809697,1265.506722579043,744.7208434418061
167,1004.1730138720671,1211.3655343459063,840.4149531973733
168,692.9189073962154,440.6801395446263,727.8087532474732
169,486.40057626999425,508.71831890190776,655.6730335489563
170,834.786211330002,860.2572150083648,849.0637812891655
171,912.7479213581097,701.1214214494944,605.899497774866
172,636.822499206252,624.1703334820744,556.0118974390398
173,901.8571640646581,705.2268132737838,790.4215517383375
174,819.2016585322957,845.8074387491342,814.4111662031872
175,907.2496427565254,863.1075014386331,653.089878013993
176,669.7220783780068,629.6537220429769,506.71975858424213
177,836.4440532597806,876.9561802361131,653.2274859355142
178,677.139748147573,812.5043647658322,588.3081691774527
179,952.1168165946225,810.9690070174236,1209.0053142671702
180,901.7152138143514,833.3081163902513,805.4639070950736
181,792.5817808784975,948.2134908169248,795.7412120958277
182,1039.5815720725573,1243.6922041242724,871.9468967492433
183,664.6237879680091,795.7601949028589,591.5086537959098
184,790.382209489534,869.6287393920878,809.5445402727868
185,735.5079904927173,993.3297032018803,713.1266501064348
186,766.6577358057236,731.8294816466844,668.9316687356247
187,974.3986501560275,1031.1974239005224,1057.4270608526715
188,777.5221259610823,850.6208731238988,761.5911508702964
189,689.8709277966956,739.4517566360284,799.6436292246259
190,786.6603232679784,985.8628304525273,793.1834562114975
191,950.7596262233632,1034.9171651246195,754.2041702693783
192,734.5666250271178,1205.567139496479,707.8481016154477
193,721.6865124465838,809.4611268516,771.7483271379394
194,645.4811152103078,798.02056741715,678.7783490317613
195,1309.8082016074975,1207.8650239087106,699.5299165377453
196,1337.4482059506831,1110.2529061484688,1139.8526961595458
197,1125.9748988574254,1994.7350581239134,1136.485146070329
198,780.8241062670401,963.3192625918961,749.0177627797773
199,970.8938713333798,826.5090570762998,1239.4733657591162
200,1442.1782187103136,1781.2021914656912,1092.0265571928835
