epoch,deterministic,uniform_v1,uniform_v2
458,982.3,1000.0,303.5
459,697.3,732.7,230.1
460,987.3,1000.0,577.9
461,926.4,1000.0,882.8
462,818.9,964.0,377.1
463,591.8,510.5,243.5
464,803.3,744.2,657.8
465,461.3,479.0,379.8
466,745.0,724.1,181.4
467,461.8,938.0,144.8
468,255.0,235.7,121.6
469,949.6,951.7,276.4
470,748.6,653.0,373.7
471,768.9,794.4,299.6
472,660.3,799.2,178.1
473,927.8,714.4,187.3
474,1000.0,963.5,587.9
475,1000.0,1000.0,879.9
476,1000.0,1000.0,530.0
477,643.1,953.3,167.1
478,978.6,974.2,466.1
479,1000.0,1000.0,529.5
480,345.1,600.8,199.4
481,581.9,897.7,299.8
482,1000.0,961.9,710.7
483,242.3,351.8,161.1
484,813.2,643.7,648.6
485,735.6,968.0,518.6
486,796.8,984.3,255.6
487,803.5,870.1,402.5
488,749.6,972.0,423.4
489,228.1,327.8,344.8
490,347.8,521.9,378.9
491,879.4,1000.0,439.1
492,290.7,447.4,313.7
493,398.7,766.1,278.5
494,697.6,739.7,224.4
495,905.6,931.6,323.3
496,291.6,539.8,191.9
497,924.2,885.2,365.3
498,803.0,816.8,329.3
499,991.2,829.7,292.5
500,623.7,776.5,261.7
501,903.8,820.0,494.3
502,609.1,798.9,267.8
503,695.0,923.5,344.1
504,604.3,819.1,134.7
505,607.4,749.5,252.7
506,620.0,664.5,196.1
507,786.4,983.3,734.1
508,357.3,504.3,217.9
509,853.3,959.6,161.3
510,873.6,913.0,610.6
511,818.6,937.8,860.1
512,775.7,760.6,670.4
513,611.1,822.8,272.7
514,913.5,1000.0,183.6
515,929.7,997.6,302.1
516,851.7,559.2,731.6
517,792.5,918.9,423.6
518,372.4,393.5,201.4
519,1000.0,928.0,422.8
520,996.7,994.6,486.2
521,969.2,961.0,520.8
522,731.5,711.8,649.2
523,1000.0,1000.0,464.7
524,950.5,1000.0,349.4
525,810.6,810.5,321.3
526,1000.0,936.8,595.6
527,966.3,834.7,604.1
528,936.8,867.3,324.0
529,946.1,940.4,202.5
530,879.9,695.2,492.1
531,768.9,1000.0,354.1
532,1000.0,1000.0,418.5
533,1000.0,793.8,405.3
534,805.1,932.6,255.6
535,677.3,778.3,476.2
536,692.4,694.2,438.9
537,933.7,1000.0,453.3
538,879.8,989.8,550.0
539,968.4,1000.0,645.0
540,338.9,966.0,205.1
541,996.2,757.4,594.0
542,1000.0,978.1,380.9
543,851.8,910.0,573.6
544,852.2,974.8,741.5
545,674.7,930.2,219.3
546,652.2,943.5,314.3
547,984.6,767.8,598.0
548,874.5,1000.0,658.9
549,1000.0,1000.0,529.2
550,936.8,856.4,762.7
551,687.7,986.6,545.8
552,649.9,996.3,266.3
553,929.6,879.0,635.3
554,1000.0,1000.0,512.4
555,1000.0,964.5,693.6
556,756.1,869.3,784.6
557,634.6,690.4,291.7
558,842.5,747.0,267.3
559,968.4,1000.0,248.8
560,930.5,835.5,556.4
561,841.1,730.9,555.8
562,947.3,966.0,548.0
563,432.1,386.9,611.5
564,997.4,955.3,930.0
565,868.6,974.3,390.6
566,936.7,1000.0,268.3
567,863.5,900.3,938.9
568,966.2,923.9,285.1
569,1000.0,1000.0,762.9
570,922.7,927.0,473.6
571,705.8,833.9,156.6
572,830.8,1000.0,239.8
573,921.2,996.4,939.2
574,1000.0,801.6,985.4
575,633.4,919.4,176.2
576,633.5,804.8,388.0
577,780.9,459.2,616.7
578,839.7,652.2,480.1
579,887.3,943.5,269.5
580,1000.0,968.4,582.3
581,986.5,1000.0,702.2
582,1000.0,1000.0,707.5
583,796.7,914.6,523.3
584,990.1,994.9,590.4
585,830.4,948.4,465.9
586,639.4,622.2,617.9
587,919.3,901.6,562.9
588,860.3,777.4,537.8
589,1000.0,1000.0,585.7
590,926.5,1000.0,360.2
591,618.5,693.6,891.8
592,978.2,1000.0,706.0
593,1000.0,812.9,686.8
594,963.7,956.6,830.3
595,888.4,810.7,413.3
596,960.9,927.1,414.8
597,724.0,734.4,690.5
598,1000.0,1000.0,769.9
599,987.8,947.3,784.7
600,933.2,975.1,371.6
601,905.2,875.4,516.0
602,909.2,929.3,916.4
603,1000.0,645.3,446.2
604,1000.0,921.1,450.5
605,909.4,961.0,638.7
606,1000.0,932.0,629.7
607,916.5,1000.0,725.8
608,888.8,955.1,532.0
609,954.4,1000.0,264.1
610,1000.0,971.0,671.3
611,1000.0,923.3,855.2
612,1000.0,1000.0,873.3
613,1000.0,1000.0,310.2
614,919.0,915.1,363.1
615,893.4,1000.0,577.1
616,1000.0,1000.0,995.7
617,982.4,953.1,292.3
618,582.4,737.6,310.2
619,456.0,410.2,213.9
620,886.4,806.0,392.5
621,531.9,760.3,504.4
622,809.8,952.7,654.4
623,417.2,833.1,274.2
624,866.2,874.0,709.0
625,845.5,957.5,189.0
626,1000.0,1000.0,387.0
627,863.9,830.4,529.1
628,780.9,474.9,516.5
629,607.7,760.6,368.4
630,931.4,553.9,874.7
631,1000.0,854.2,561.2
632,672.6,890.6,717.2
633,937.6,769.3,413.6
634,918.6,1000.0,829.0
635,806.8,865.9,483.9
636,730.0,591.6,657.2
637,916.5,1000.0,699.0
638,881.8,790.9,365.8
639,934.5,1000.0,1000.0
640,728.6,825.4,351.4
641,706.4,1000.0,661.8
642,929.6,927.5,827.2
643,1000.0,1000.0,929.9
644,879.2,707.4,434.9
645,875.8,1000.0,693.7
646,866.0,669.2,1000.0
647,808.9,927.5,247.0
648,842.1,849.2,598.2
649,529.0,664.4,190.0
650,933.8,885.4,679.0
651,983.6,978.1,955.8
652,1000.0,1000.0,849.4
653,905.6,525.4,413.4
654,904.2,778.8,503.4
655,816.2,805.4,419.3
656,956.5,780.1,580.7
657,579.4,683.8,374.6
658,986.9,784.5,840.5
659,916.3,1000.0,915.3
660,753.0,845.0,561.3
661,859.6,996.2,615.6
662,364.0,786.5,385.6
663,563.2,981.0,455.5
664,951.2,1000.0,393.6
665,941.9,947.0,924.4
666,919.2,814.4,798.8
667,973.7,1000.0,528.9
668,992.6,1000.0,553.8
669,991.9,1000.0,1000.0
670,983.0,970.8,927.4
671,1000.0,1000.0,777.5
672,925.1,1000.0,835.2
673,1000.0,926.8,934.1
674,764.7,740.8,181.7
675,947.6,1000.0,940.0
676,879.8,915.5,977.7
677,719.4,944.1,635.2
678,1000.0,1000.0,1000.0
679,876.4,1000.0,687.7
680,524.6,732.6,221.5
681,838.2,755.2,655.0
682,931.9,938.8,789.9
683,663.1,855.2,267.0
684,1000.0,1000.0,845.6
685,921.6,984.1,445.0
686,889.2,839.2,633.4
687,1000.0,1000.0,1000.0
688,913.8,1000.0,1000.0
689,1000.0,1000.0,1000.0
690,1000.0,1000.0,431.5
691,984.7,1000.0,560.7
692,1000.0,1000.0,371.0
693,718.2,957.2,449.6
694,671.7,513.7,936.4
695,890.7,848.1,652.9
696,949.2,857.5,902.7
697,920.6,1000.0,782.8
698,1000.0,1000.0,378.6
699,1000.0,1000.0,774.3
700,936.0,920.3,655.0
701,993.0,1000.0,493.3
702,957.7,972.9,487.8
703,811.6,917.3,331.6
704,946.2,917.8,711.6
705,936.9,934.7,582.2
706,1000.0,916.1,593.2
707,1000.0,1000.0,849.1
708,1000.0,1000.0,743.3
709,920.7,926.9,858.8
710,1000.0,1000.0,746.9
711,1000.0,955.4,695.9
712,685.0,1000.0,703.1
713,888.5,983.5,694.5
714,932.2,1000.0,757.8
715,907.5,891.3,714.5
716,812.5,959.4,536.8
717,887.6,941.6,998.0
718,1000.0,1000.0,1000.0
719,1000.0,1000.0,485.2
720,660.8,345.3,254.9
721,838.8,765.9,574.9
722,582.3,621.6,329.6
723,790.0,776.1,458.1
724,831.9,952.1,639.1
725,833.0,749.1,668.9
726,967.9,927.1,617.6
727,1000.0,848.3,780.0
728,955.2,733.7,595.7
729,1000.0,1000.0,889.1
730,1000.0,933.2,838.9
731,1000.0,1000.0,974.7
732,758.9,1000.0,580.9
733,888.1,908.8,764.0
734,990.2,970.5,953.1
735,1000.0,1000.0,872.3
736,364.2,386.2,417.3
737,1000.0,914.3,1000.0
738,840.0,936.5,633.7
739,1000.0,1000.0,1000.0
740,931.1,838.9,568.0
741,1000.0,960.7,697.6
742,827.7,832.2,455.0
743,994.9,985.0,576.5
744,974.3,987.4,967.5
745,1000.0,960.3,976.1
746,1000.0,1000.0,924.4
747,938.3,994.9,443.4
748,1000.0,1000.0,916.2
749,862.4,831.4,277.9
750,1000.0,1000.0,939.5
751,1000.0,1000.0,607.5
752,1000.0,910.6,1000.0
753,1000.0,1000.0,860.0
754,1000.0,1000.0,682.6
755,774.9,921.0,586.6
756,729.3,731.4,250.1
757,1000.0,1000.0,941.6
758,1000.0,1000.0,509.6
759,947.5,964.7,773.1
760,1000.0,1000.0,854.1
761,1000.0,1000.0,1000.0
762,1000.0,1000.0,718.5
763,1000.0,1000.0,933.4
764,1000.0,1000.0,1000.0
765,843.6,750.6,198.2
766,1000.0,1000.0,477.4
767,1000.0,1000.0,935.6
768,1000.0,982.3,1000.0
769,1000.0,1000.0,1000.0
770,811.4,895.8,843.6
771,858.3,955.8,707.7
772,1000.0,863.7,307.5
773,1000.0,1000.0,1000.0
774,1000.0,830.4,774.1
775,1000.0,1000.0,1000.0
776,901.1,997.0,463.1
777,835.5,1000.0,1000.0
778,962.1,860.5,636.0
779,1000.0,1000.0,925.4
780,1000.0,1000.0,1000.0
781,1000.0,951.1,861.4
782,863.3,1000.0,783.3
783,948.2,932.2,958.6
784,1000.0,933.6,916.5
785,1000.0,987.9,565.5
786,1000.0,1000.0,411.3
787,1000.0,1000.0,667.1
788,1000.0,971.9,753.9
789,868.3,674.6,491.2
790,1000.0,978.0,1000.0
791,952.4,891.1,578.0
792,1000.0,1000.0,758.8
793,1000.0,1000.0,408.1
794,960.9,744.3,511.4
795,907.5,861.2,311.9
796,998.5,811.5,461.9
797,1000.0,1000.0,744.2
798,1000.0,986.8,902.3
799,1000.0,1000.0,930.4
800,1000.0,980.9,832.2
801,889.7,948.2,873.7
802,1000.0,1000.0,778.6
803,900.9,890.5,244.8
804,996.7,1000.0,461.8
805,850.2,1000.0,714.5
806,933.7,807.3,931.2
807,1000.0,952.1,1000.0
808,1000.0,1000.0,988.3
809,999.9,1000.0,663.0
810,1000.0,1000.0,917.1
811,932.0,955.0,441.2
812,963.1,848.9,847.0
813,1000.0,1000.0,961.2
814,957.2,953.0,535.0
815,1000.0,1000.0,716.0
816,1000.0,1000.0,925.0
817,935.9,1000.0,734.1
818,1000.0,1000.0,934.5
819,1000.0,950.5,1000.0
820,1000.0,938.3,1000.0
821,959.0,996.9,986.2
822,1000.0,1000.0,920.7
823,1000.0,1000.0,999.9
824,1000.0,920.1,923.5
825,869.7,655.6,641.1
826,1000.0,1000.0,616.1
827,867.7,873.8,377.8
828,899.9,958.7,738.0
829,824.6,982.9,602.8
830,923.5,1000.0,593.3
831,820.0,757.1,241.3
832,930.4,816.4,405.0
833,909.1,855.9,888.1
834,876.2,857.0,493.9
835,1000.0,933.8,710.2
836,1000.0,1000.0,703.5
837,494.4,471.8,288.0
838,1000.0,1000.0,1000.0
839,1000.0,1000.0,810.5
840,525.9,374.6,367.7
841,840.6,934.1,425.1
842,973.9,979.4,778.4
843,1000.0,1000.0,1000.0
844,900.7,949.5,859.7
845,1000.0,1000.0,424.0
846,1000.0,1000.0,788.6
847,1000.0,1000.0,780.5
848,1000.0,925.3,1000.0
849,1000.0,1000.0,1000.0
850,963.9,973.2,973.5
851,1000.0,1000.0,1000.0
852,1000.0,900.2,1000.0
853,745.2,784.6,349.6
854,992.8,1000.0,713.4
855,926.4,951.0,640.6
856,823.6,939.5,218.3
857,989.8,950.3,757.9
858,816.2,857.1,790.1
859,962.4,1000.0,669.3
860,863.9,727.2,258.4
861,1000.0,1000.0,797.7
862,967.1,891.5,691.0
863,863.2,928.1,872.0
864,1000.0,1000.0,913.3
865,1000.0,1000.0,902.8
866,915.7,1000.0,690.0
867,892.8,850.2,424.3
868,1000.0,1000.0,680.5
869,1000.0,1000.0,979.0
870,943.6,950.6,770.9
871,951.1,939.3,1000.0
872,810.4,907.8,684.3
873,1000.0,1000.0,534.0
874,721.1,752.3,324.0
875,958.6,1000.0,1000.0
876,932.8,1000.0,898.0
877,761.4,949.4,276.4
878,939.2,1000.0,561.1
879,1000.0,822.4,832.3
880,869.6,1000.0,983.8
881,805.1,921.0,685.7
882,966.0,1000.0,869.8
883,1000.0,940.0,997.8
884,1000.0,962.2,1000.0
885,1000.0,1000.0,1000.0
886,741.4,897.0,841.1
887,1000.0,984.0,853.7
888,1000.0,941.9,845.3
889,1000.0,979.5,538.3
890,913.3,1000.0,704.2
891,939.5,928.8,608.5
892,820.2,917.8,310.9
893,1000.0,964.7,938.0
894,722.9,811.9,282.1
895,554.7,657.2,210.7
896,825.1,1000.0,925.8
897,832.3,911.7,658.6
898,931.1,900.0,593.9
899,967.7,996.7,964.1
900,933.5,747.3,515.7
901,1000.0,1000.0,1000.0
902,1000.0,1000.0,838.7
903,1000.0,953.9,792.1
904,697.1,991.5,764.5
905,903.6,836.0,448.0
906,885.8,869.1,823.1
907,292.8,863.6,310.0
908,1000.0,868.8,637.8
909,1000.0,935.3,932.4
910,1000.0,1000.0,870.6
911,981.3,618.5,570.8
912,855.1,642.5,555.6
913,874.8,912.5,629.5
914,918.3,957.3,856.1
915,859.6,825.8,999.7
916,793.6,929.5,400.0
917,1000.0,999.5,896.7
918,999.0,971.2,304.8
919,1000.0,1000.0,1000.0
920,1000.0,953.8,1000.0
921,1000.0,1000.0,384.4
922,976.9,942.6,1000.0
923,1000.0,865.5,922.9
924,1000.0,887.9,519.1
925,982.4,866.9,459.5
926,1000.0,904.4,872.4
927,1000.0,1000.0,933.4
928,930.0,1000.0,1000.0
929,1000.0,877.9,1000.0
930,1000.0,1000.0,1000.0
931,1000.0,913.0,1000.0
932,1000.0,995.4,1000.0
933,1000.0,1000.0,524.1
934,831.5,922.6,963.4
935,655.5,713.5,742.9
936,838.4,851.4,523.0
937,1000.0,972.8,807.2
938,1000.0,1000.0,1000.0
939,918.3,848.5,922.9
940,928.3,1000.0,1000.0
941,932.9,931.8,843.9
942,953.0,829.2,931.1
943,1000.0,1000.0,878.6
944,1000.0,1000.0,797.7
945,1000.0,1000.0,947.7
946,1000.0,1000.0,1000.0
947,973.6,1000.0,834.6
948,753.5,762.0,352.3
949,1000.0,891.3,1000.0
950,824.2,717.1,783.8
951,986.0,1000.0,328.2
952,959.2,943.8,711.4
953,1000.0,936.8,487.3
954,1000.0,894.0,910.8
955,1000.0,1000.0,612.3
956,1000.0,971.4,743.9
957,745.1,850.8,619.6
958,993.2,1000.0,563.5
959,821.9,866.9,489.5
960,964.4,913.8,417.4
961,1000.0,999.0,938.4
962,1000.0,1000.0,1000.0
963,1000.0,918.4,435.9
964,1000.0,898.0,623.5
965,1000.0,1000.0,924.2
966,1000.0,987.0,1000.0
967,1000.0,1000.0,1000.0
